age,job,marital,education,housing,loan,contact,campaign,previous,poutcome,y
30,admin.,married,university.degree,yes,yes,cellular,4,0,nonexistent,yes
32,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
35,admin.,single,university.degree,yes,no,telephone,1,0,nonexistent,no
37,admin.,divorced,university.degree,no,yes,cellular,1,0,nonexistent,yes
42,blue-collar,married,basic.6y,yes,no,telephone,1,0,nonexistent,no
39,technician,married,professional.course,yes,no,telephone,3,0,nonexistent,no
30,admin.,single,high.school,no,no,telephone,1,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,cellular,1,1,failure,no
32,management,married,basic.6y,no,no,telephone,1,0,nonexistent,no
30,technician,married,university.degree,no,no,telephone,1,0,nonexistent,no
34,technician,single,professional.course,yes,no,cellular,4,0,nonexistent,no
35,admin.,single,university.degree,no,yes,cellular,1,0,nonexistent,no
48,blue-collar,married,basic.6y,no,no,cellular,11,0,nonexistent,no
56,housemaid,divorced,basic.4y,no,no,telephone,2,0,nonexistent,no
31,technician,married,high.school,yes,yes,telephone,5,0,nonexistent,no
30,self-employed,single,university.degree,no,no,cellular,1,0,nonexistent,no
52,unemployed,married,university.degree,no,no,cellular,1,1,failure,no
49,management,married,university.degree,no,no,cellular,1,1,failure,no
43,blue-collar,married,basic.6y,yes,no,telephone,4,0,nonexistent,no
32,unknown,single,professional.course,yes,no,telephone,1,0,nonexistent,no
31,management,married,university.degree,yes,no,cellular,3,0,nonexistent,yes
31,blue-collar,single,high.school,no,no,telephone,11,0,nonexistent,no
41,blue-collar,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
32,entrepreneur,single,university.degree,no,yes,cellular,1,0,nonexistent,no
35,self-employed,single,high.school,yes,no,cellular,1,0,nonexistent,no
30,blue-collar,married,basic.6y,yes,yes,cellular,2,0,nonexistent,no
55,retired,married,high.school,yes,no,cellular,2,1,failure,no
41,blue-collar,married,basic.9y,no,no,cellular,1,1,failure,no
53,technician,married,university.degree,yes,no,cellular,1,0,nonexistent,no
36,self-employed,married,basic.4y,yes,no,cellular,4,0,nonexistent,no
40,services,married,high.school,yes,no,cellular,1,0,nonexistent,no
36,admin.,married,high.school,yes,no,cellular,2,0,nonexistent,no
35,management,married,university.degree,yes,no,telephone,1,0,nonexistent,no
52,entrepreneur,married,high.school,yes,no,cellular,3,0,nonexistent,no
36,blue-collar,married,basic.4y,yes,no,telephone,3,0,nonexistent,no
27,services,single,high.school,no,no,telephone,1,0,nonexistent,no
38,blue-collar,married,basic.9y,unknown,unknown,cellular,4,0,nonexistent,no
32,blue-collar,married,professional.course,yes,no,telephone,1,0,nonexistent,no
49,technician,divorced,unknown,no,no,cellular,1,2,failure,no
32,services,married,basic.9y,no,no,telephone,3,0,nonexistent,no
38,self-employed,married,basic.9y,no,no,cellular,4,1,failure,no
28,admin.,single,high.school,yes,no,cellular,1,0,nonexistent,no
28,admin.,married,high.school,yes,yes,cellular,3,0,nonexistent,no
28,blue-collar,single,high.school,no,no,telephone,1,0,nonexistent,no
26,admin.,single,university.degree,yes,yes,cellular,1,0,nonexistent,no
45,services,married,professional.course,yes,yes,cellular,9,0,nonexistent,no
30,blue-collar,single,basic.9y,yes,no,telephone,1,0,nonexistent,no
57,blue-collar,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
39,management,married,university.degree,yes,no,telephone,2,0,nonexistent,no
52,unemployed,married,high.school,unknown,unknown,telephone,5,0,nonexistent,no
36,technician,single,professional.course,yes,no,cellular,2,0,nonexistent,no
57,admin.,married,university.degree,yes,no,cellular,2,0,nonexistent,no
34,management,single,professional.course,yes,no,cellular,2,0,nonexistent,no
29,unemployed,married,basic.4y,no,no,telephone,1,0,nonexistent,yes
32,technician,married,university.degree,yes,no,cellular,1,0,nonexistent,no
43,blue-collar,married,basic.6y,yes,no,cellular,2,0,nonexistent,no
45,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
41,unemployed,married,professional.course,no,no,cellular,4,1,success,no
51,admin.,divorced,professional.course,yes,no,cellular,4,0,nonexistent,no
35,admin.,single,basic.6y,yes,no,telephone,2,0,nonexistent,no
36,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
45,entrepreneur,married,unknown,no,no,telephone,16,0,nonexistent,no
52,management,married,university.degree,yes,no,cellular,1,0,nonexistent,no
35,admin.,single,university.degree,yes,yes,telephone,1,0,nonexistent,no
27,blue-collar,single,basic.4y,no,yes,telephone,2,0,nonexistent,no
39,blue-collar,married,basic.4y,yes,no,telephone,3,0,nonexistent,no
29,admin.,single,high.school,yes,no,telephone,1,1,success,no
38,technician,married,professional.course,yes,no,telephone,1,0,nonexistent,no
54,housemaid,divorced,basic.4y,yes,no,telephone,6,0,nonexistent,no
24,services,single,high.school,yes,no,telephone,2,0,nonexistent,no
30,services,single,high.school,no,yes,cellular,4,0,nonexistent,no
46,blue-collar,married,unknown,no,no,cellular,1,0,nonexistent,no
30,blue-collar,single,university.degree,yes,yes,cellular,2,0,nonexistent,no
39,blue-collar,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
30,management,married,university.degree,yes,no,cellular,1,1,failure,no
53,unemployed,divorced,basic.9y,no,no,telephone,2,0,nonexistent,no
32,blue-collar,single,basic.9y,no,no,cellular,1,0,nonexistent,no
35,services,single,high.school,yes,no,telephone,2,0,nonexistent,no
31,services,single,high.school,yes,no,cellular,1,1,failure,no
25,services,single,high.school,no,no,cellular,1,0,nonexistent,no
42,admin.,divorced,high.school,yes,no,telephone,1,0,nonexistent,no
47,blue-collar,single,basic.4y,yes,no,telephone,1,0,nonexistent,no
49,entrepreneur,married,basic.6y,yes,yes,cellular,2,1,failure,no
53,blue-collar,married,basic.4y,no,no,telephone,3,0,nonexistent,no
30,unemployed,married,high.school,yes,yes,cellular,1,0,nonexistent,yes
24,management,single,university.degree,yes,no,telephone,2,0,nonexistent,no
40,services,married,basic.9y,no,no,telephone,2,0,nonexistent,no
27,student,single,university.degree,yes,no,cellular,2,0,nonexistent,no
39,unemployed,married,high.school,no,no,telephone,1,0,nonexistent,no
45,entrepreneur,married,basic.4y,no,no,cellular,5,0,nonexistent,no
34,self-employed,single,university.degree,yes,no,cellular,2,0,nonexistent,no
23,services,married,basic.9y,yes,no,cellular,6,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
39,blue-collar,married,basic.4y,no,no,cellular,2,0,nonexistent,no
25,services,single,high.school,yes,yes,cellular,1,0,nonexistent,yes
34,services,single,high.school,no,no,cellular,2,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,telephone,1,0,nonexistent,no
42,blue-collar,married,basic.6y,no,no,cellular,2,0,nonexistent,no
39,housemaid,married,basic.4y,yes,yes,telephone,3,0,nonexistent,no
56,blue-collar,divorced,basic.9y,yes,no,telephone,9,0,nonexistent,no
48,housemaid,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
29,services,single,university.degree,yes,no,telephone,1,0,nonexistent,no
36,entrepreneur,single,university.degree,no,no,telephone,2,0,nonexistent,no
51,admin.,married,basic.4y,no,no,cellular,1,0,nonexistent,no
46,admin.,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
39,blue-collar,married,basic.6y,no,no,cellular,1,0,nonexistent,no
36,blue-collar,single,high.school,yes,no,telephone,1,0,nonexistent,yes
30,blue-collar,married,basic.6y,yes,yes,cellular,1,1,failure,no
30,services,married,high.school,yes,no,cellular,2,0,nonexistent,no
28,blue-collar,single,high.school,no,no,cellular,1,0,nonexistent,no
37,admin.,married,university.degree,yes,no,cellular,1,2,failure,yes
27,admin.,single,university.degree,yes,no,telephone,1,0,nonexistent,no
44,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
37,admin.,single,high.school,yes,no,cellular,1,0,nonexistent,no
35,technician,single,professional.course,yes,no,cellular,2,0,nonexistent,no
45,admin.,married,unknown,yes,no,cellular,2,0,nonexistent,no
39,admin.,married,university.degree,no,no,telephone,3,0,nonexistent,no
26,services,divorced,basic.6y,no,no,telephone,1,0,nonexistent,no
42,technician,married,professional.course,yes,yes,cellular,1,1,success,yes
29,services,single,high.school,no,no,cellular,6,1,success,no
33,unemployed,divorced,professional.course,yes,no,telephone,1,0,nonexistent,no
36,blue-collar,married,basic.4y,no,no,telephone,11,0,nonexistent,no
51,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
29,admin.,married,high.school,yes,no,telephone,1,0,nonexistent,no
47,blue-collar,married,basic.4y,yes,no,telephone,4,0,nonexistent,no
36,blue-collar,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
45,admin.,divorced,university.degree,no,no,cellular,3,0,nonexistent,no
50,blue-collar,divorced,basic.9y,no,no,telephone,2,0,nonexistent,no
55,retired,married,high.school,no,no,telephone,1,0,nonexistent,no
55,housemaid,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
52,blue-collar,married,basic.9y,no,no,telephone,1,0,nonexistent,no
47,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
40,blue-collar,married,basic.9y,no,no,telephone,14,0,nonexistent,no
54,retired,married,basic.9y,yes,yes,telephone,1,0,nonexistent,no
33,services,married,high.school,yes,no,cellular,2,0,nonexistent,no
27,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
32,technician,married,university.degree,no,no,telephone,1,0,nonexistent,no
36,housemaid,divorced,basic.9y,no,no,telephone,2,0,nonexistent,no
47,technician,divorced,professional.course,yes,yes,cellular,9,0,nonexistent,no
33,housemaid,married,high.school,no,no,cellular,2,0,nonexistent,no
53,admin.,married,university.degree,no,no,telephone,19,0,nonexistent,no
44,management,married,basic.9y,yes,no,cellular,5,0,nonexistent,no
36,management,married,basic.9y,yes,no,cellular,2,1,failure,no
53,blue-collar,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
31,admin.,married,university.degree,no,no,telephone,2,0,nonexistent,no
42,technician,married,high.school,no,no,cellular,3,0,nonexistent,no
36,entrepreneur,married,university.degree,yes,yes,telephone,5,0,nonexistent,no
50,admin.,single,university.degree,no,no,telephone,6,0,nonexistent,no
30,blue-collar,single,high.school,yes,no,cellular,7,0,nonexistent,no
51,technician,married,professional.course,yes,no,telephone,2,0,nonexistent,no
43,blue-collar,married,high.school,no,no,cellular,1,1,failure,yes
35,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
28,self-employed,single,university.degree,yes,no,telephone,1,1,failure,no
39,services,married,basic.9y,yes,no,telephone,3,0,nonexistent,no
22,services,single,professional.course,yes,yes,cellular,1,0,nonexistent,yes
46,management,married,university.degree,yes,no,cellular,1,0,nonexistent,no
19,student,single,unknown,yes,no,cellular,1,1,failure,yes
40,entrepreneur,married,basic.9y,no,no,telephone,2,0,nonexistent,no
30,self-employed,single,university.degree,no,no,telephone,3,0,nonexistent,no
49,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
33,management,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
32,services,single,professional.course,no,no,telephone,1,0,nonexistent,no
25,blue-collar,married,basic.9y,yes,no,cellular,12,0,nonexistent,no
55,entrepreneur,married,professional.course,yes,no,cellular,2,0,nonexistent,no
48,services,divorced,basic.6y,yes,no,telephone,1,0,nonexistent,no
40,admin.,single,high.school,yes,no,cellular,3,0,nonexistent,no
37,technician,married,university.degree,yes,yes,telephone,2,0,nonexistent,no
45,blue-collar,single,basic.4y,yes,no,cellular,2,0,nonexistent,no
36,technician,single,high.school,yes,no,telephone,2,0,nonexistent,no
31,admin.,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
31,blue-collar,single,high.school,yes,no,telephone,3,0,nonexistent,no
31,entrepreneur,single,basic.9y,no,no,telephone,1,0,nonexistent,no
30,technician,married,high.school,yes,no,cellular,9,0,nonexistent,no
25,services,married,high.school,no,no,cellular,1,0,nonexistent,no
32,technician,single,high.school,no,no,telephone,11,0,nonexistent,no
29,technician,single,professional.course,no,no,cellular,1,0,nonexistent,no
41,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,no
46,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
35,services,married,high.school,yes,no,cellular,1,0,nonexistent,no
39,admin.,married,professional.course,no,no,cellular,3,0,nonexistent,no
36,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
32,technician,single,professional.course,yes,yes,cellular,1,1,failure,no
32,admin.,divorced,university.degree,unknown,unknown,cellular,1,0,nonexistent,no
49,admin.,married,unknown,yes,no,telephone,4,0,nonexistent,no
49,technician,married,basic.9y,yes,no,cellular,17,0,nonexistent,no
33,admin.,single,university.degree,yes,no,telephone,1,0,nonexistent,no
31,technician,married,university.degree,no,no,telephone,1,0,nonexistent,no
38,admin.,divorced,university.degree,yes,no,cellular,3,0,nonexistent,no
52,management,divorced,high.school,no,no,telephone,4,0,nonexistent,no
42,blue-collar,divorced,basic.9y,yes,no,cellular,2,0,nonexistent,no
42,admin.,divorced,university.degree,yes,no,telephone,2,0,nonexistent,no
71,retired,single,university.degree,unknown,unknown,cellular,1,0,nonexistent,no
48,blue-collar,married,basic.6y,yes,no,cellular,1,0,nonexistent,no
59,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
45,admin.,married,high.school,yes,no,telephone,2,0,nonexistent,no
26,admin.,married,high.school,no,no,cellular,4,3,failure,yes
42,blue-collar,married,basic.4y,unknown,unknown,telephone,2,0,nonexistent,no
51,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
57,management,divorced,high.school,yes,no,telephone,2,0,nonexistent,no
52,admin.,married,high.school,unknown,unknown,telephone,1,0,nonexistent,no
49,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
47,management,married,university.degree,no,no,telephone,3,0,nonexistent,no
26,admin.,single,high.school,unknown,unknown,cellular,1,0,nonexistent,yes
34,blue-collar,married,basic.6y,yes,no,cellular,3,0,nonexistent,no
37,services,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
33,blue-collar,married,basic.6y,no,no,cellular,1,0,nonexistent,yes
38,blue-collar,married,basic.9y,yes,no,cellular,3,0,nonexistent,no
48,blue-collar,married,basic.6y,no,no,telephone,3,0,nonexistent,no
26,technician,married,professional.course,no,no,telephone,2,0,nonexistent,no
43,blue-collar,married,basic.9y,no,no,telephone,3,0,nonexistent,no
32,management,married,university.degree,no,no,cellular,5,0,nonexistent,no
60,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
56,services,married,high.school,yes,no,telephone,2,0,nonexistent,no
43,management,married,university.degree,yes,no,telephone,2,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,cellular,3,0,nonexistent,no
51,admin.,married,university.degree,yes,no,cellular,3,0,nonexistent,no
39,blue-collar,married,basic.6y,yes,no,cellular,6,0,nonexistent,yes
36,services,married,high.school,yes,no,telephone,1,0,nonexistent,no
39,admin.,single,high.school,no,yes,cellular,1,0,nonexistent,no
45,management,single,university.degree,no,no,telephone,2,0,nonexistent,no
55,retired,married,professional.course,yes,no,telephone,1,0,nonexistent,no
53,management,single,professional.course,no,no,cellular,5,0,nonexistent,no
36,services,married,high.school,yes,no,cellular,6,0,nonexistent,no
29,blue-collar,married,basic.9y,yes,yes,cellular,1,1,failure,no
49,technician,married,professional.course,no,yes,cellular,2,0,nonexistent,no
30,blue-collar,married,basic.9y,yes,no,cellular,1,1,failure,yes
55,services,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
34,technician,single,university.degree,yes,no,telephone,1,0,nonexistent,no
63,retired,married,high.school,no,no,cellular,1,0,nonexistent,yes
30,blue-collar,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
37,services,married,high.school,yes,no,telephone,1,0,nonexistent,no
40,entrepreneur,married,university.degree,no,no,telephone,3,0,nonexistent,no
36,admin.,married,university.degree,yes,no,telephone,2,0,nonexistent,no
33,technician,single,university.degree,yes,no,cellular,1,0,nonexistent,no
32,housemaid,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
36,management,divorced,university.degree,yes,no,cellular,1,1,success,yes
